publication_year,original_title,authors,one_star_reviews,two_star_reviews,three_star_reviews,four_star_reviews,five_star_reviews
2011.0,The Future of Us,"Jay Asher, Carolyn Mackler",936,4160,11870,12327,7478
2008.0,Cross Country,James Patterson,744,2124,7254,10327,8862
2008.0,Rock Chick,Kristen Ashley,977,1773,6301,14306,21632
2013.0,The Program,Suzanne Young,753,1714,5710,11091,13637
2002.0,City of Bones,Michael Connelly,94,601,6031,14332,8838
2005.0,Judas Unchained,Peter F. Hamilton,142,492,2889,9266,11544
2001.0,Morality for Beautiful Girls,Alexander McCall Smith,74,697,8014,14913,8724
2009.0,Going Too Far,Jennifer Echols,842,2356,8204,11260,13004
2012.0,The Son,Philipp Meyer,550,1278,4659,9423,8410
2007.0,The Dream Hunter,Sherrilyn Kenyon,436,1905,7657,11207,15131
1997.0,Island of the Sequined Love Nun,"Christopher Moore, Oliver Wyman",333,1661,7793,10233,6344
2016.0,All the Ugly and Wonderful Things,Bryn Greenwood,860,1416,4907,13523,14478
2013.0,The Moon and More,Sarah Dessen,971,3100,9970,10172,7370
1973.0,Time Enough for Love,Robert A. Heinlein,663,1766,5936,8866,10251
1999.0,The Barefoot Contessa Cookbook,"Ina Garten, Melanie Acevedo",647,743,3098,6811,11267
2010.0,Virals,"Kathy Reichs, Brendan Reichs",838,2068,6906,10864,11561
2010.0,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny","Laura Schroff, Alex Tresniowski, Valerie Salembier",181,1044,5304,10358,7986
2007.0,,"P.C. Cast, Kristin Cast",467,806,2677,4398,14092
2009.0,Mennonite in a Little Black Dress: A Memoir of Going Home,Rhoda Janzen,1769,5123,10687,7474,2938
1998.0,The Simple Truth,David Baldacci,172,639,5452,10706,8115
2016.0,The City of Mirrors,Justin Cronin,246,848,3897,10172,11710
1984.0,Ramona Forever,Beverly Cleary,366,976,6410,9563,10776
1992.0,Anne Frank: Beyond the Diary - A Photographic Remembrance,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",499,720,3250,6564,11819
2002.0,Kushiel's Chosen,Jacqueline Carey,296,807,3925,9665,15812
2014.0,Half Girlfriend,Chetan Bhagat,3207,5052,7855,6343,4689
1984.0,The Far Side Gallery 3,Gary Larson,102,279,2602,6971,14356
1993.0,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,346,1013,4698,10578,11648
2012.0,11th hour,"James Patterson, Maxine Paetro",163,979,6872,11771,9767
2012.0,"Earth Unaware (The First Formic War, #1) ","Orson Scott Card, Aaron Johnston",1429,1471,5731,10678,10384
1996.0,When Things Fall Apart: Heart Advice for Difficult Times,Pema Chödrön,339,652,2891,7237,11893
2010.0,My Last Duchess,Daisy Goodwin,810,3518,11240,9569,3737
1984.0,Seeds of Yesterday,V.C. Andrews,543,2413,8338,8977,9194
1948.0,Three Little Pigs (Little Golden Book),"Al Dempster, Milt Banta, Golden Books, Walt Disney Company",354,1126,5095,5601,13369
1990.0,Andy Goldsworthy: A Collaboration with Nature,Andy Goldsworthy,1378,1383,3470,5096,9418
1992.0,Jesus' Son: Stories,Denis Johnson,362,959,3507,7746,9972
2012.0,The Last Man,Vince Flynn,123,397,2930,9103,12574
2005.0,Saving Fish from Drowning: A Novel,Amy Tan,1247,3379,8927,8374,4133
2012.0,Love Anthony,Lisa Genova,292,1335,5892,10348,7905
2003.0,Purple Cow: Transform Your Business by Being Remarkable,Seth Godin,1247,1953,6239,8792,8131
2016.0,The Last Star,Rick Yancey,1076,3951,10593,11769,8627
2007.0,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together","Bryan Lee O'Malley, Steve Buccellato",137,463,3629,10445,14199
1970.0,QB VII,Leon Uris,138,619,4520,9339,10466
2015.0,The Aeronaut's Windlass ,Jim Butcher,306,863,3593,10293,10832
1999.0,From Hell,"Alan Moore, Eddie Campbell, Pete Mullins",397,1186,4184,8876,12015
2005.0,Black Rose,Nora Roberts,180,1229,7135,11681,11233
1997.0,The Perfect Husband,Lisa Gardner,464,1284,6266,11450,10438
1988.0,The Eight,Katherine Neville,762,1913,5690,9488,9607
1912.0,Daddy-Long-Legs       ,Jean Webster,363,1090,5527,10283,11447
2003.0,East,Edith Pattou,435,1332,5793,10588,14415
1971.0,Dragonquest,Anne McCaffrey,127,987,7335,13438,12801
1930.0,Das Unbehagen in der Kultur,"Sigmund Freud, James Strachey, Peter Gay",816,2057,6382,7918,7044
2012.0,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,James Bowen,483,1507,5973,9814,9354
2013.0,Complete Me,J. Kenner,307,1244,5470,12116,17018
2014.0,Fool's Assassin,Robin Hobb,244,571,2645,8842,13712
2004.0,"Astonishing X-Men, Volume 1: Gifted","Joss Whedon, John Cassaday",405,730,3667,7949,10198
2009.0,Fragile Eternity,Melissa Marr,797,2965,10444,12617,12175
2011.0,The Gamble,Kristen Ashley,748,1211,5093,15053,22942
1989.0,The Great and Secret Show,Clive Barker,399,1112,4958,8897,9659
1990.0,The Mother Tongue: English and How It Got That Way,Bill Bryson,333,1280,6050,10985,8303
2008.0,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Eric    Weiner,439,1553,6370,10237,6426
2004.0,,Tom Wolfe,1481,2886,6557,6890,3766
2015.0,The Mistake,Elle Kennedy,295,1242,7194,17848,16959
2005.0,Match Me If You Can,Susan Elizabeth Phillips,317,1120,6368,13587,14300
2001.0,"Heaven and Earth (Three Sisters Island, #2)",Nora Roberts,142,922,6184,11519,12691
1989.0,The Bad Place,Dean Koontz,419,1576,7704,10137,8299
2012.0,Crazy Little Thing,Tracy Brogan,556,1581,6545,9181,6531
2005.0,Avalon High,Meg Cabot,773,3194,10929,12930,11832
2011.0,The Twilight Saga: The Official Guide,Stephenie Meyer,631,1246,4040,5055,14120
2001.0,Summer Island,Kristin Hannah,199,958,6037,10390,7910
1978.0,Celebration of Discipline: The Path to Spiritual Growth,Richard J. Foster,488,886,3673,7807,11194
1961.0,The Prime of Miss Jean Brodie ,Muriel Spark,638,2371,8614,11577,7814
2001.0,"Sloppy Firsts (Jessica Darling, #1)",Megan McCafferty,881,1978,6964,11000,11717
2013.0,"Forgive Me, Leonard Peacock",Matthew Quick,627,1848,6689,11947,9966
1998.0,A Long Way From Chicago,Richard Peck,834,1790,6251,9708,9958
1980.0,Virgin,James Patterson,598,1605,7040,9474,8571
2002.0,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,Ben Mezrich,158,885,5199,8785,4825
2014.0,This One Summer,"Mariko Tamaki, Jillian Tamaki",1588,2775,8554,10589,8459
2012.0,The Next Best Thing,Jennifer Weiner,787,3151,9341,8263,4157
2005.0,The Heroin Diaries: A Year in the Life of a Shattered Rock Star,Nikki Sixx,457,1176,3922,6779,10293
2008.0,Tinkers,Paul Harding,1520,3882,7998,7217,4518
1991.0,The Druid of Shannara,Terry Brooks,236,1055,6146,10154,9044
2014.0,Stepbrother Dearest,Penelope Ward,798,1895,6585,14093,18883
1992.0,Einstein's Dreams,Alan Lightman,359,1254,4438,8278,9993
1872.0,Бесы,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",281,798,3684,8291,12691
2004.0,Seize the Night,Sherrilyn Kenyon,148,594,4920,13034,20573
1864.0,,"Fyodor Dostoyevsky, Christian Redl, Philip Dossick, Emanuela Guercetti, Michelle-Irène Brudny, Richard Pevear, Norman Dietz, Donald Fanger, coderati, Boris de Schlœzer, Larissa Volokhonsky",426,1244,5567,12166,14409
2010.0,,"Andrew Williamson, Andrew Williamson",508,427,1762,3509,16640
2000.0,Retrato en sepia,"Isabel Allende, Margaret Sayers Peden",177,1041,6207,10819,6959
2013.0,Making Faces,Amy Harmon,607,1256,4663,11327,24277
2005.0,Q & A: Slumdog Millionaire,Vikas Swarup,384,1224,5351,10638,8358
2016.0,,Tana French,298,1184,5995,13140,8587
1963.0,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",Donald J. Sobol,521,1238,7284,10496,12352
2003.0,Dissolution,C.J. Sansom,313,1012,5029,11227,10076
2004.0,"The Clique (The Clique, #1)",Lisi Harrison,1725,3465,7748,7084,8435
2014.0,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,488,837,3914,10137,9381
2012.0,Billy Lynn's Long Halftime Walk,Ben Fountain,667,1788,5615,9612,6642
2004.0,A Whole New Mind: Why Right-Brainers Will Rule the Future,Daniel H. Pink,436,1232,4725,8076,7477
2002.0,Across the Nightingale Floor ,Lian Hearn,302,1172,5407,11424,10234
2005.0,A Briefer History of Time,"Stephen Hawking, Leonard Mlodinow",228,574,3555,8647,9633
1986.0,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,509,772,3960,9218,8956
2002.0,"Face the Fire (Three Sisters Island, #3)",Nora Roberts,169,983,5868,10760,12776
2010.0,Once We Were Brothers,Ronald H. Balson,277,764,2888,7402,11838
2016.0,When I'm Gone,"Emily Bleeker, Dan John Miller",1087,1901,7223,11925,12333
2004.0,Life Expectancy,Dean Koontz,299,1208,6179,9754,8958
2008.0,The Dragon Heir,Cinda Williams Chima,335,1034,5354,10414,12732
2010.0,"Fallout (Crank, #3)",Ellen Hopkins,187,882,3920,7580,13793
1999.0,Black Notice,Patricia Cornwell,357,1721,8237,10920,8314
2016.0,The Wonder,Emma Donoghue,641,2569,9823,13277,5782
2006.0, Innocent Traitor,Alison Weir,384,1178,6171,10806,8183
2001.0,The Fourth Hand,John Irving,895,3524,10307,7541,2547
1998.0,"Gone, Baby, Gone",Dennis Lehane,153,585,4333,12355,9724
2000.0,"Tunnels of Blood (Cirque du Freak, #3) ",Darren Shan,169,1028,5687,9497,12352
1999.0,On Mystic Lake,Kristin Hannah,223,997,6147,10205,7478
1999.0,The Killing Game,Iris Johansen,126,541,4577,9698,10531
2014.0,The Retribution of Mara Dyer,Michelle Hodkin,570,1973,6560,11567,17559
2005.0,Rachael Ray 365: No Repeats--A Year of Deliciously Different Dinners (A 30-Minute Meal Cookbook),Rachael Ray,1297,2045,5728,5694,6867
2008.0,A Wolf at the Table,Augusten Burroughs,672,2072,6735,8114,5931
1987.0,Alvin Maker: Seventh Son,Orson Scott Card,520,1857,7213,11405,8336
1988.0,The Mysteries of Pittsburgh,Michael Chabon,395,1952,7277,8515,4081
2006.0,Manhunt: The 12-Day Chase for Lincoln's Killer,James L. Swanson,206,721,3898,9610,8827
2009.0,The Book of Tomorrow,Cecelia Ahern,808,2757,8735,9636,6790
2011.0,Uncommon Criminals,Ally Carter,461,1112,6353,13169,15288
2014.0,On the Fence,Kasie West,432,1372,6826,11660,12309
2015.0,Follow You Home,Mark  Edwards,833,1931,6561,10571,8891
2007.0,"Love, Stargirl",Jerry Spinelli,762,2663,8542,10466,9842
2007.0,Nefertiti,Michelle Moran,341,1191,5272,10551,10530
2011.0,‎You Are Not So Smart‎,David McRaney,708,1418,5206,7980,6914
1998.0,Into the Wilderness,Sara Donati,544,1225,4589,9923,11570
-458.0,Ὀρέστεια,"Aeschylus, Robert Fagles, William Bedell Stanford",323,1471,6415,9813,10140
2013.0,How the Light Gets In,Louise Penny,223,540,2549,9225,15938
2003.0,Don't Waste Your Life,John Piper,505,987,3510,6524,9196
2006.0,La catedral del mar,Ildefonso Falcones,568,1350,4363,9007,10025
1996.0,The Life of Elizabeth I,Alison Weir,476,876,4646,9500,9138
1950.0,"The Book of Mormon, Doctrine and Covenants, the Pearl of Great Price",The Church of Jesus Christ of Latter-day Saints,2606,672,838,750,18310
2010.0,Earth: A Visitor's Guide to the Human Race ,"Jon Stewart, Rory Albanese, Kevin Bleyer, Rich Bloomquist, Steve Bodow, Tim Carvell, Wyatt Cenac, Hallie Haglund, J.R. Havlan, David Javerbaum, Elliott Kalan, Josh Lieb, Sam Means, Jo Miller, John Oliver, Daniel Radosh, Jason Ross",482,1381,5610,8845,7721
2009.0,My Soul to Take,Rachel Vincent,1161,2509,8707,12385,12868
1996.0,Conversations With God. An Uncommon Dialogue. Book 2,Neale Donald Walsch,532,999,3624,5679,9239
2012.0,Everneath,Brodi Ashton,1515,3361,9397,12189,11566
2009.0,Plum Spooky,Janet Evanovich,566,3027,10847,11786,10338
1997.0,Manual do guerreiro da luz,Paulo Coelho,1164,2488,5804,6405,7124
2007.0,James Potter and the Hall of Elders' Crossing ,G. Norman Lippert,1270,1507,4756,7122,6768
2008.0,Where Men Win Glory: The Odyssey of Pat Tillman,Jon Krakauer,284,945,4488,9729,7998
1964.0,God's Smuggler,"Brother Andrew, Elizabeth Sherrill, John Sherrill",305,537,3086,6974,12687
2011.0,Maine,J. Courtney Sullivan,950,3838,10342,8746,3031
2015.0,Fill-in boyfrined,Kasie West,735,1916,7599,12148,10968
2004.0,How I Live Now,Meg Rosoff,1558,3696,9438,11055,7547
2003.0,Mister Monday,Garth Nix,652,2230,8604,11221,8015
2011.0,These things hidden,Heather Gudenkauf,453,1710,7323,11617,7859
2000.0,Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker,"Dawn J. Ranck, Phyllis Pellman Good",556,1792,5994,6596,7919
2009.0,Strange Angels,"Lili St. Crow, Lilith Saintcrow",1737,3266,8397,10468,12287
1999.0,La Prisonnière,"Malika Oufkir, Michèle Fitoussi",299,989,4496,8315,9338
2009.0,Black Hills,Nora Roberts,243,1079,5930,10495,11175
2006.0,Civil War: A Marvel Comics Event,"Mark Millar, Steve McNiven, Dexter Vines, Morry Hollowell",348,1229,5151,9940,9970
2000.0,The Vow: The Kim and Krickitt Carpenter Story,"Kim Carpenter, John R. Perry, Krickitt Carpenter",824,2338,5858,6358,7665
1951.0,The Puppet Masters,Robert A. Heinlein,255,1323,7274,10149,7133
2016.0,All the Missing Girls,Megan Miranda,632,2705,11673,17470,9974
1983.0,Just Go to Bed,Mercer Mayer,339,834,4400,6354,12544
2016.0,,Maria Semple,1403,5436,12811,8664,2772
2003.0,xxxHOLiC #1,"CLAMP, William Flanagan",547,1145,3778,6307,11688
1982.0,Miss Nelson Is Back,"Harry Allard, James  Marshall",154,630,4216,6757,14613
1994.0,Green Mars,Kim Stanley Robinson,458,1520,6205,9825,8330
1993.0,"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)",Tad Williams,255,893,4543,9491,11284
1887.0,The Canterville Ghost,"Oscar Wilde, Inga Moore",258,1486,7785,11574,8238
2014.0,Seconds: A Graphic Novel,"Bryan Lee O'Malley, Nathan Fairbairn",635,970,4517,11167,10383
2012.0,Fallen Crest High,Tijan,1351,1985,5365,10834,18272
1953.0,Művészeti Anatómia,Jenő Barcsay,893,1421,4389,5692,9293
1977.0,Suffer the Children,John Saul,522,1465,6398,8075,8338
1994.0,"Catherine, Called Birdy",Karen Cushman,1043,2747,9642,11289,8313
1992.0,Princess: A True Story of Life Behind the Veil in Saudi Arabia ,Jean Sasson,348,1100,5071,9329,8249
1986.0,Magic Kingdom for Sale—Sold!,Terry Brooks,427,1927,7816,10696,8927
1962.0,The Power of Your Subconscious Mind,"Joseph Murphy, Ian McMahan",555,1055,3761,6667,10321
2001.0,Blood and Gold: The Vampire Marius,Anne Rice,460,2010,7361,9469,9335
2012.0,The Crown of Embers,Rae Carson,529,1014,5117,12931,15681
2000.0,Page ,Tamora Pierce,145,914,6179,12607,16485
2014.0,The Guard,Kiera Cass,751,3205,10414,9995,10472
1943.0,Johnny Tremain,"Esther Forbes, Lynd Ward",1656,3059,9461,10831,7899
1993.0,Diarios de motocicleta: notas de viaje por América Latina,"Ernesto Che Guevara, Aleida Guevara March",345,1450,6536,9085,5607
2012.0,,Kristen Proby,381,1177,5530,13867,18954
2003.0,Black 1. The Birth of Evil,Ted Dekker,369,911,3735,8060,11943
2010.0,The Hundred Thousand Kingdoms,N.K. Jemisin,899,2358,7824,12568,8856
1995.0,Officer Buckle & Gloria (Hardcover),Peggy Rathmann,430,1111,4583,7171,12036
1998.0,Los detectives salvajes,"Roberto Bolaño, Natasha Wimmer",701,1425,3420,7440,10564
2012.0,Alice in Zombieland,Gena Showalter,1274,1937,5427,9766,14936
2009.0,Spells,Aprilynne Pike,612,2047,8138,11888,13538
1941.0,Schachnovelle,"Stefan Zweig, Joel Rotenberg, Hans Hausmann, Dirk Muller, Peter Gay, Willy Trenk-Trebitsch, Mario Adorf, Gert Westphal",203,613,3867,12037,14341
1994.0,The Lion King (Little Golden Book),"Justine Korman Fontes, Don Williams, Walt Disney Company",205,545,2803,4333,15216
2011.0,The Medusa Plot,Gordon Korman,741,1162,4878,7010,11299
2005.0,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy",Jeanne Birdsall,471,1305,5976,11967,14179
2010.0,The Lion,Nelson DeMille,155,516,3557,9220,10180
2001.0,Kiss of the Highlander,Karen Marie Moning,237,746,4640,11623,17594
2012.0,Elizabeth The Queen: The Life Of A Modern Monarch,Sally Bedell Smith,816,1334,4928,6679,6948
2014.0,Sønnen,"Jo Nesbø, Charlotte Barslund",355,834,4359,11025,8903
2009.0,Taster's Choice,"John Layman, Rob Guillory",880,1378,4938,10351,10352
2001.0,A Single Shard,Linda Sue Park,896,1874,6499,10138,9125
1986.0,Time of the Twins,"Margaret Weis, Tracy Hickman",142,937,5249,9846,11090
2012.0,Sacré Bleu: A Comedy d'Art,Christopher Moore,813,2031,6411,9581,6885
1972.0,Пикник на обочине,"Arkady Strugatsky, Boris Strugatsky, Antonina W. Bouis, Antonina W. Bouis, Theodore Sturgeon",206,817,3809,8997,11404
2008.0,Queen of Babble Gets Hitched,Meg Cabot,863,2003,7762,9959,8942
1853.0,Cranford,Elizabeth Gaskell,673,1884,7339,10450,8688
1997.0,Underworld,Don DeLillo,827,1665,4209,7422,8180
1962.0,Big Sur,"Jack Kerouac, Aram Saroyan",320,1370,6128,8830,6570
1919.0,My Man Jeeves,P.G. Wodehouse,277,798,4861,9935,10816
2010.0,Radiant Shadows,Melissa Marr,732,2155,7625,10832,13096
2012.0,Motorcycle Man,Kristen Ashley,572,994,4130,12411,27402
2014.0,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",Amanda Palmer,1080,1341,3823,6721,9149
2014.0,Into the Still Blue,Veronica Rossi,472,1199,5929,13613,16005
2007.0,The Last Summer (of You and Me),Ann Brashares,955,3097,8773,8826,6198
1997.0,Preacher Vol. 2: Until the End of the World,"Garth Ennis, Steve Dillon",419,768,3034,7707,12675
,The Lord of the Rings: Weapons and Warfare,"Chris   Smith, Christopher Lee, Richard Taylor",297,282,1556,3743,13033
2003.0,The Lost City of Faar,D.J. MacHale,229,862,4722,9063,11380
1988.0,A Great Deliverance,Elizabeth  George,401,953,5705,12582,10561
1993.0,El club Dumas,"Arturo Pérez-Reverte, Sonia Soto",536,1969,7087,10703,7498
2004.0,Enna Burning,Shannon Hale,279,1481,7973,13440,10653
2005.0,Twilight,Meg Cabot,245,982,5446,10693,16920
2014.0,1919,أحمد مراد,838,1712,4619,5645,4520
1983.0,Dear Mr. Henshaw,"Beverly Cleary, Paul O. Zelinsky",917,2594,8946,9385,7959
1997.0,,Ann Patchett,442,2124,8525,10525,4604
1991.0,Generation X: Tales for an Accelerated Culture,Douglas Coupland,480,1778,6596,8655,5395
2015.0,The Sympathizer,Viet Thanh Nguyen,523,1396,5361,11374,9770
1941.0,Evil Under the Sun,Agatha Christie,145,1074,8515,13068,9292
2013.0,Reaper's Property,Joanna Wylde,984,1922,7370,16238,20149
1941.0,"My Friend Flicka (Flicka, #1)","Mary O'Hara, Dave Blossom",264,901,5094,8083,11426
2012.0,The Kingmaker's Daughter,"Philippa Gregory, Mirjana Valent",207,1090,6870,12606,8167
1890.0,Hedda Gabler,"Henrik Ibsen, William Archer",571,2029,6986,9271,7260
1940.0,Dumbo (Little Golden Book),Walt Disney Company,317,886,4030,4934,13583
2015.0,The Invasion of the Tearling,Erika Johansen,238,825,4612,12431,11238
2011.0,Gjenferd,"Jo Nesbø, Don Bartlett",255,761,4102,11404,9160
,,"P.C. Cast, Kristin Cast",471,648,2118,3645,13696
2006.0,A Place Called Here,Cecelia Ahern,914,2696,7650,8413,6765
1925.0,The Painted Veil,W. Somerset Maugham,263,1424,6600,11756,7587
2002.0,Blackwood Farm,Anne Rice,699,2076,6697,8841,8846
1996.0,Anatomy of the Spirit: The Seven Stages of Power and Healing,Caroline Myss,349,843,3861,7097,9245
2002.0,The Kalahari Typing School for Men,Alexander McCall Smith,88,638,7220,13885,8547
2013.0,A Hundred Summers,Beatriz Williams,430,1257,5662,10332,6999
2016.0,A Torch Against the Night,Sabaa Tahir,164,690,3782,12809,17649
2007.0,The Wednesday Wars,Gary D. Schmidt,615,1354,4959,10715,11169
1992.0,The Legacy,R.A. Salvatore,144,683,4005,8220,9982
2003.0,Skippyjon Jones,Judy Schachner,682,1243,3862,6362,15271
2011.0,Chasing Fire,Nora Roberts,335,1163,5598,10444,11593
2001.0,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Brian Tracy,676,1714,5701,8138,7458
1982.0,"Moo, Baa, La La La!",Sandra Boynton,415,1169,4888,7393,13560
1910.0,The Science of Getting Rich,Wallace D. Wattles,474,871,3411,5671,10319
2008.0,The Last Oracle,James Rollins,167,635,4231,9998,9784
1993.0,ذاكرة الجسد,"أحلام مستغانمي, Ahlam Mosteghanemi",913,1596,4318,6087,7518
1994.0,Vinegar Hill (P.S.),A. Manette Ansay,1051,3431,9384,7412,3524
1983.0,Startide Rising,David Brin,299,1096,5044,9535,9168
2011.0,Significance,Shelly Crane,1091,1873,5811,11401,17649
2003.0,Pompeii,Robert   Harris,344,1682,7409,11015,6229
2015.0,The Guilty,David Baldacci,336,786,3995,10104,9672
1945.0,A History of Western Philosophy And Its Connection with Political and Social Circumstances from the Earliest Times to the Present Day,Bertrand Russell,523,1061,4006,7991,8912
1884.0,Complete Works of Lewis Carroll,Lewis Carroll,236,586,3104,6495,12996
1998.0,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,802,1213,4565,7148,9436
1485.0,Le Morte d'Arthur,"Thomas Malory, Keith Baines, Robert Graves",355,1507,7518,11147,9170
